;代码	x	y	名称	        范围	数量	时间
D503	200	200	楔蛾    	100	16	8
D503	100	300	楔蛾    	100	16	8
D503	300	100	楔蛾    	100	16	8
D503	100	100	楔蛾     	100	16	8
D503	300	300	楔蛾    	100	16	8
D503	200	200	大老鼠   	200	80	10
;特殊
D503	200	200	祖玛雕像3	200	2	20
D503	200	200	祖玛卫士3	200	2	20
D503	200	200	祖玛弓箭手3	200	2	20
;祖玛寺庙四层
D504	200	200	祖玛弓箭手	180	100	8
D504	200	200	祖玛雕像	180	100	8
D504	200	200	祖玛卫士	180	100	8
D504	200	200	楔蛾    	180	100	8
D504	200	200	角蝇    	100	3	8
D504	100	300	角蝇    	100	3	8
D504	300	100	角蝇    	100	3	8
D504	100	100	角蝇    	100	3	8
D504	300	300	角蝇    	100	3	8
D504	200	200	大老鼠  	200	100	10
;特殊
D504	200	200	祖玛雕像3	200	4	20
D504	200	200	祖玛卫士3	200	4	20
D504	200	200	祖玛弓箭手3	200	4	20
;祖玛寺庙五层
D505	100	100	祖玛弓箭手	100	100	10
D505	100	100	祖玛雕像	100	100	10
D505	100	100	祖玛卫士	100	100	10
D505	100	100	楔蛾    	100	100	10
D505	100	100	角蝇    	100	30	10
;特殊
D505	100	100	祖玛雕像3	100	3	20
D505	100	100	祖玛卫士3	100	3	20
D505	100	100	祖玛弓箭手3	100	3	20
D505	154	172	祖玛卫士00	8	1	30
D505	154	172	祖玛卫士	8	7	60
D505	154	172	楔蛾	        8	8	60
D505	154	172	祖玛弓箭手	8	8	60
D505	154	172	角蝇	        8	10	60
D505	154	172	祖玛雕像	8	8	60

;祖玛阁
D5061	11	13	祖玛弓箭手	2	1	3
D5061	11	13	祖玛卫士	2	1	3
D5061	11	13	楔蛾    	2	12	5
D5061	11	13	角蝇    	2	1	5
D5061	37	13	祖玛雕像	2	1	3
D5061	37	13	祖玛弓箭手	2	1	3
D5061	37	13	祖玛卫士	2	1	3
D5061	37	13	楔蛾    	2	12	5
D5061	37	13	楔蛾     	2	1	5
D5061	63	13	祖玛雕像	2	1	3
D5061	63	13	祖玛卫士	2	1	3
D5061	63	13	楔蛾    	2	2	5
D5061	63	13	楔蛾    	2	5	5
D5061	89	41	楔蛾    	2	1	5
D5061	89	41	祖玛弓箭手	2	1	3
D5061	12	74	祖玛雕像	2	1	3
D5061	12	74	祖玛卫士	2	1	3
D5061	12	74	楔蛾    	2	2	5
D5061	12	74	楔蛾    	2	1	5
D5061	12	74	祖玛弓箭手	2	1	3
D5061	37	73	祖玛雕像	2	1	3
D5061	37	73	祖玛卫士	2	1	3
D5061	37	73	楔蛾    	2	2	5
	
D5062	63	13	祖玛卫士	2	1	3
D5062	63	13	楔蛾    	2	2	5
D5062	63	13	楔蛾    	2	2	5
D5062	63	13	祖玛弓箭手	2	1	3
D5062	88	14	祖玛雕像	2	1	3
D5062	88	14	祖玛卫士	2	1	3
D5062	88	14	楔蛾    	2	2	5
D5062	87	73	祖玛弓箭手	2	2	3


D5063	11	13	祖玛雕像	2	1	3
D5063	11	13	祖玛弓箭手	2	1	3
D5063	11	13	祖玛卫士	2	1	3
D5063	11	13	楔蛾    	2	2	5
D5063	11	13	楔蛾    	2	1	5
D5063	11	41	祖玛弓箭手	2	1	3
D5063	37	41	祖玛卫士	2	1	3
D5063	37	41	祖玛雕像	2	1	3
D5063	37	41	楔蛾    	2	2	5
D5063	37	41	角蝇    	2	1	5
D5063	37	41	祖玛卫士	2	1	3
D5063	63	41	祖玛雕像	2	1	3

D5064	11	13	祖玛雕像	2	1	3
D5064	11	13	祖玛弓箭手	2	1	3
D5064	11	13	祖玛卫士	2	1	3
D5064	11	13	楔蛾    	2	2	5
D5064	11	13	楔蛾    	2	1	5
D5064	37	13	祖玛雕像	2	1	3
D5064	37	13	祖玛弓箭手	2	1	3
D5064	37	41	楔蛾    	2	2	5
D5064	37	41	角蝇    	2	1	5
D5064	37	41	祖玛卫士	2	1	3
D5064	63	41	祖玛雕像	2	1	3
D5064	63	41	楔蛾    	2	2	5
D5064	63	41	楔蛾    	2	1	5
D5064	63	41	祖玛弓箭手	2	1	3
D5064	63	41	祖玛卫士	2	1	3


D5065	11	13	祖玛雕像	2	1	3
D5065	11	13	祖玛弓箭手	2	1	3
D5065	87	73	楔蛾    	2	2	5
D5065	87	73	楔蛾    	2	1	5
D5065	87	73	祖玛弓箭手	2	1	3


D5066	11	13	祖玛雕像	2	1	3
D5066	11	13	祖玛弓箭手	2	1	3
D5066	89	41	祖玛弓箭手	2	1	3
D5066	12	74	祖玛雕像	2	1	3
D5066	12	74	祖玛卫士	2	1	3

D5066	12	74	楔蛾    	2	2	5
D5066	12	74	楔蛾    	2	1	5
D5066	12	74	祖玛弓箭手	2	1	3
D5066	37	73	祖玛雕像	2	1	3
D5066	37	73	祖玛卫士	2	1	3
D5066	37	73	楔蛾     	2	2	5
D5066	37	73	角蝇    	2	1	5
D5066	37	73	祖玛弓箭手	2	1	3
D5066	63	73	祖玛雕像	2	1	3

D5067	12	74	楔蛾     	2	2	5
D5067	12	74	角蝇    	2	1	5
D5067	12	74	祖玛弓箭手	2	1	3
D5067	37	73	祖玛雕像	2	1	3
D5067	37	73	祖玛卫士	2	1	3
D5067	37	73	楔蛾    	2	2	5
D5067	37	73	角蝇    	2	1	5
D5067	37	73	祖玛弓箭手	2	1	3
D5067	63	73	祖玛雕像	2	1	3

D5068	63	41	祖玛弓箭手	2	1	3
D5068	89	41	祖玛雕像	2	1	3
D5068	63	41	祖玛卫士	2	1	3
D5068	89	41	祖玛卫士	2	1	3
D5068	87	73	祖玛卫士	2	1	3
D5068	87	73	楔蛾    	2	2	5
D5068	87	73	角蝇    	2	1	5
D5068	87	73	祖玛弓箭手	2	1	3


D5069	11	13	祖玛雕像	2	1	3
D5069	11	13	祖玛弓箭手	2	1	3
D5069	11	13	祖玛卫士	2	1	3
D5069	11	13	楔蛾    	2	2	5
D5069	11	13	角蝇    	2	1	5
D5069	12	74	角蝇    	2	1	5
D5069	12	74	祖玛弓箭手	2	1	3
D5069	37	73	祖玛雕像	2	1	3
D5069	37	73	祖玛卫士	2	1	3

;祖玛七层一
D5072	50	50	祖玛雕像	50	45	8
D5072	50	50	祖玛卫士	50	45	8
D5072	50	50	祖玛弓箭手	50	45	8
D5072	50	50	楔蛾    	50	45	8
D5072	50	50	角蝇    	50	5	8
;特殊
D5072	50	50	祖玛雕像3	50	10	20
D5072	50	50	祖玛卫士3	50	10	20
D5072	50	50	祖玛弓箭手3	50	10	20

;祖玛七层二
D5073	50	50	祖玛雕像	50	45	8
D5073	50	50	祖玛卫士	50	45	8
D5073	50	50	祖玛弓箭手	50	45	8
D5073	50	50	楔蛾     	50	45	8
D5073	50	50	角蝇    	50	5	8
;特殊
D5073	50	50	祖玛雕像3	50	10	20
D5073	50	50	祖玛卫士3	50	10	20
D5073	50	50	祖玛弓箭手3	50	10	20

;祖玛七层三
D5074	50	50	祖玛雕像	50	45	8
D5074	50	50	祖玛卫士	50	45	8
D5074	50	50	祖玛弓箭手	50	45	8
D5074	50	50	楔蛾    	50	45	8
D5074	50	50	角蝇    	50	5	8
D5074	73	22	祖玛雕像	7	5	11
D5074	73	22	祖玛卫士	7	5	11
D5074	73	22	祖玛弓箭手	7	5	11
D5074	73	22	楔蛾    	7	5	11
D5074	73	22	角蝇    	7	3	11

;特殊
D5074	50	50	祖玛雕像3	50	15	20
D5074	50	50	祖玛卫士3	50	15	20
D5074	50	50	祖玛弓箭手3	50	15	20


;祖玛教主之家
D515	22	20	角蝇    	20	2	16
D515	73	22	楔蛾    	7	6	11
D515	19	24	祖玛教主	0	1	180

;地牢一层东
D601	40	27	蜈蚣    	50	25	6
D601	18	166	蜈蚣    	50	25	6
D601	161	208	蜈蚣    	50	25	6
D601	84	104	蜈蚣    	50	25	6
D601	187	36	蜈蚣    	50	25	6
D601	144	73	蜈蚣    	50	25	6
D601	100	100	蜈蚣    	100	10	10	50
D601	100	100	蜈蚣    	100	10	10	50
D601	40	27	跳跳蜂   	50	25	6
D601	18	166	跳跳蜂  	50	25	6
D601	161	208	跳跳蜂  	50	25	6
D601	84	104	巨型蠕虫	50	25	6
D601	187	36	巨型蠕虫	50	25	6
D601	144	73	巨型蠕虫	50	25	6
D601	40	27	黑色恶蛆	50	5	6
D601	18	166	黑色恶蛆	50	5	6
D601	161	208	黑色恶蛆	50	5	6
D601	84	104	黑色恶蛆	50	5	6
D601	187	36	黑色恶蛆	50	5	6
D601	144	73	黑色恶蛆	50	5	6


;地牢一层西
D602	60	47	蜈蚣    	60	18	6
D602	101	101	蜈蚣    	60	18	6
D602	78	167	蜈蚣    	60	18	6
D602	144	151	蜈蚣    	60	18	6
D602	178	43	蜈蚣    	60	18	6
D602	100	100	蜈蚣     	100	10	10	50
D602	100	100	蜈蚣    	100	10	10	50
D602	60	47	钳虫    	60	14	6
D602	101	101	钳虫    	60	14	6
D602	78	167	钳虫    	60	14	6
D602	144	151	钳虫    	60	14	6
D602	178	43	钳虫    	60	14	6
D602	100	100	钳虫    	100	10	10	50
D602	100	100	钳虫    	100	10	10	50
D602	60	47	黑色恶蛆	60	8	6
D602	101	101	黑色恶蛆	60	8	6
D602	78	167	黑色恶蛆	60	8	6
D602	144	151	黑色恶蛆	60	8	6
D602	178	43	黑色恶蛆	60	8	6

;地牢一层北
D603	76	94	黑色恶蛆	60	10	7
D603	60	150	黑色恶蛆	60	10	7
D603	159	59	黑色恶蛆	60	10	7
D603	138	161	黑色恶蛆	60	10	7
D603	76	94	钳虫    	60	20	7
D603	60	150	钳虫    	60	20	7
D603	159	59	钳虫    	60	20	7
D603	138	161	钳虫    	60	20	7
D603	76	94	蜈蚣    	60	20	7
D603	60	150	蜈蚣    	60	20	7
D603	159	59	蜈蚣    	60	20	7
D603	138	161	蜈蚣    	60	20	7
D603	100	100	蜈蚣    	100	10	10	50
D603	100	100	蜈蚣    	100	10	10	50
D603	100	100	钳虫    	100	10	10	50
D603	100	100	钳虫    	100	10	10	50
D603	100	100	邪恶钳虫	100	1	90

;地牢一层西
D604	35	42	黑色恶蛆	60	15	7
D604	52	130	黑色恶蛆	60	15	7
D604	148	50	黑色恶蛆	60	15	7
D604	118	112	黑色恶蛆	60	15	7
D604	35	42	跳跳蜂   	60	15	7
D604	52	130	跳跳蜂  	60	15	7
D604	148	50	跳跳蜂  	60	15	7
D604	118	112	跳跳蜂  	60	15	7
D604	35	42	钳虫    	60	20	7
D604	52	130	钳虫    	60	20	7
D604	148	50	钳虫     	60	20	7
D604	118	112	钳虫    	60	20	7
D604	35	42	蜈蚣    	60	20	7
D604	52	130	蜈蚣    	60	20	7
D604	148	50	蜈蚣    	60	20	7
D604	118	112	蜈蚣    	60	20	7
D604	100	100	钳虫    	100	10	10	50
D604	100	100	钳虫    	100	10	10	50
D604	100	100	蜈蚣    	100	10	10	50
D604	100	100	蜈蚣    	100	10	10	50
D604	100	100	邪恶钳虫	100	1	90

;地牢一层北
D605	55	27	黑色恶蛆	50	12	7
D605	89	81	黑色恶蛆	50	12	7
D605	51	131	黑色恶蛆	50	12	7
D605	126	37	黑色恶蛆	50	12	7
D605	162	92	黑色恶蛆	50	12	7
D605	55	27	巨型蠕虫	50	8	7
D605	89	81	巨型蠕虫	50	8	7
D605	51	131	巨型蠕虫	50	8	7
D605	126	37	巨型蠕虫	50	8	7
D605	162	92	巨型蠕虫	50	8	7
D605	55	27	钳虫    	50	12	7
D605	89	81	钳虫    	50	12	7
D605	51	131	钳虫    	50	12	7
D605	126	37	钳虫    	50	12	7
D605	162	92	钳虫    	50	12	7
D605	55	27	蜈蚣    	50	12	7
D605	89	81	蜈蚣    	50	12	7
D605	51	131	蜈蚣    	50	12	7
D605	126	37	蜈蚣    	50	12	7
D605	162	92	蜈蚣    	50	12	7
D605	100	100	钳虫    	100	10	10	50
D605	100	100	钳虫    	100	10	10	50
D605	100	100	蜈蚣    	100	10	10	50
D605	100	100	蜈蚣    	100	10	10	50
D605	100	100	邪恶钳虫	100	1	90

;死亡棺材
D606	19	39	黑色恶蛆	70	20	7
D606	97	81	黑色恶蛆	70	20	7
D606	57	166	黑色恶蛆	70	20	7
D606	178	127	黑色恶蛆	70	20	7
D606	19	39	跳跳蜂  	70	8	7
D606	97	81	跳跳蜂  	70	8	7
D606	57	166	跳跳蜂  	70	8	7
D606	178	127	跳跳蜂  	70	8	7
D606	19	39	巨型蠕虫	70	8	7
D606	97	81	巨型蠕虫	70	8	7
D606	57	166	巨型蠕虫	70	8	7
D606	178	127	巨型蠕虫	70	8	7
D606	19	39	钳虫    	70	20	7
D606	97	81	钳虫    	70	20	7
D606	57	166	钳虫    	70	20	7
D606	178	127	钳虫    	70	20	7
D606	100	100	钳虫    	100	10	10	50
D606	100	100	钳虫    	100	10	10	50
D606	100	100	蜈蚣     	100	80	7
D606	100	100	蜈蚣    	100	10	10	50
D606	100	100	蜈蚣    	100	10	10	50
D606	100	100	邪恶钳虫	100	2	90

D606	83	168	触龙神  	40	1	60
D606	77	170	蜈蚣    	6	3	5	40

;黑暗地带
D612	70	76	黑色恶蛆	70	20	7
D612	210	72	黑色恶蛆	70	20	7
D612	79	220	黑色恶蛆	70	20	7
D612	200	213	黑色恶蛆	70	20	7
D612	70	76	跳跳蜂  	70	10	7
D612	210	72	跳跳蜂  	70	10	7
D612	79	220	跳跳蜂  	70	10	7
D612	200	213	跳跳蜂  	70	10	7
D612	70	76	跳跳蜂  	70	10	7
D612	70	76	巨型蠕虫	70	20	7
D612	210	72	巨型蠕虫	70	20	7
D612	79	220	巨型蠕虫	70	20	7
D612	200	213	巨型蠕虫	70	20	7
D612	70	76	钳虫    	70	20	7
D612	210	72	钳虫    	70	20	7
D612	79	220	钳虫    	70	20	7
D612	200	213	钳虫    	70	20	7
D612	150	134	钳虫    	70	20	7
D612	19	39	钳虫    	70	20	7
D612	97	81	钳虫    	70	20	7
D612	57	166	钳虫    	70	20	7
D612	178	127	钳虫    	70	20	7
D612	150	150	钳虫    	100	10	10	
D612	150	150	钳虫    	100	10	10
D612	150	150	蜈蚣    	100	10	10	
D612	150	150	蜈蚣    	100	10	10	
;特殊
D612	150	150	邪恶钳虫	150	1	60

;一线天

D618	19	39	黑色恶蛆	70	20	7
D618	97	81	黑色恶蛆	70	20	7
D618	57	166	黑色恶蛆	70	20	7
D618	178	127	黑色恶蛆	70	20	7
D618	19	39	跳跳蜂  	70	8	7
D618	97	81	跳跳蜂  	70	8	7
D618	57	166	跳跳蜂  	70	8	7
D618	178	127	跳跳蜂  	70	8	7
D618	19	39	巨型蠕虫	70	8	7
D618	97	81	巨型蠕虫	70	8	7
D618	57	166	巨型蠕虫	70	8	7
D618	178	127	巨型蠕虫	70	8	7
D618	19	39	钳虫    	70	30	7
D618	97	81	钳虫    	70	30	7
D618	57	166	钳虫    	70	30	7
D618	178	127	钳虫    	70	30	7
D618	100	100	钳虫    	100	10	10	
D618	100	100	钳虫    	100	10	10
D618	100	100	蜈蚣    	100	40	7
D618	100	100	蜈蚣    	100	10	10	
D618	100	100	蜈蚣    	100	10	10	
;特殊

D618	100	100	邪恶钳虫	100	2	60

;生死之间
D613	19	17	钳虫    	50	5	7
D613	41	23	钳虫    	50	10	7
D613	52	33	钳虫    	50	10	7
D613	64	47	钳虫    	50	5	7
D613	79	54	钳虫    	50	10	7
D613	77	74	钳虫    	50	10	7
D613	53	76	钳虫    	50	5	7
D613	44	59	钳虫    	50	10	7
D613	28	62	钳虫    	50	10	7
D613	18	56	钳虫    	50	5	7
D613	50	50	黑色恶蛆	70	10	7
D613	50	50	跳跳蜂   	70	10	7
D613	50	50	蜈蚣    	70	20	7
D613	50	50	巨型蠕虫	70	10	7
;特殊
D613	50	50	邪恶钳虫	70	2	60

;传奇部落
D614	67	79	黑色恶蛆	50	5	7
D614	53	71	黑色恶蛆	50	10	7
D614	23	82	黑色恶蛆	50	10	7
D614	27	62	黑色恶蛆	50	5	7
D614	18	29	黑色恶蛆	50	10	7
D614	42	22	黑色恶蛆	50	10	7
D614	60	20	黑色恶蛆	50	5	7
D614	77	32	黑色恶蛆	50	10	7
D614	60	48	黑色恶蛆	50	10	7
D614	87	24	黑色恶蛆	50	5	7
D614	50	50	钳虫    	70	15	7
D614	50	50	跳跳蜂  	70	15	7
D614	50	50	蜈蚣    	70	20	7
D614	50	50	巨型蠕虫	70	15	7

D614	50	50	邪恶钳虫	70	2	60
;邪恶势力
D615	82	78	巨型蠕虫	50	5	7
D615	81	54	巨型蠕虫	50	10	7
D615	79	30	巨型蠕虫	50	10	7
D615	60	22	巨型蠕虫	50	5	7
D615	44	16	巨型蠕虫	50	10	7
D615	16	58	巨型蠕虫	50	5	7
D615	17	81	巨型蠕虫	50	10	7
D615	51	55	巨型蠕虫	50	10	7
D615	49	81	巨型蠕虫	50	5	7
D615	50	50	黑色恶蛆	70	15	7
D615	50	50	跳跳蜂  	70	15	7
D615	50	50	蜈蚣    	70	15	7
D615	50	50	钳虫    	70	20	7
;特殊

D615	50	50	邪恶钳虫	70	2	60
;幽明圣域
D616	20	21	跳跳蜂  	50	10	7
D616	23	38	跳跳蜂  	50	5	7
D616	25	62	跳跳蜂  	50	5	7
D616	11	71	跳跳蜂  	50	10	7
D616	62	66	跳跳蜂  	50	5	7
D616	59	27	跳跳蜂  	50	5	7
D616	77	85	跳跳蜂  	50	10	7
D616	83	55	跳跳蜂  	50	5	7
D616	73	44	跳跳蜂  	50	5	7
D616	82	21	跳跳蜂  	50	10	7
D616	50	50	黑色恶蛆	70	15	7
D616	50	50	巨型蠕虫	70	15	7
D616	50	50	蜈蚣    	70	15	7
D616	50	50	钳虫    	70	20	7
;特殊

D616	50	50	邪恶钳虫	70	2	60

;恐怖空间
D617	51	45	蜈蚣    	50	15	7
D617	28	35	蜈蚣    	50	10	7
D617	20	66	蜈蚣    	50	15	7
D617	45	81	蜈蚣    	50	10	7
D617	69	84	蜈蚣    	50	15	7
D617	69	61	蜈蚣    	50	10	7
D617	83	42	蜈蚣    	50	15	7
D617	80	17	蜈蚣    	50	10	7
D617	87	72	蜈蚣    	50	15	7
D617	82	21	蜈蚣    	50	10	7
D617	50	50	黑色恶蛆	70	15	7
D617	50	50	巨型蠕虫	70	15	7
D617	50	50	跳跳蜂   	70	15	7
D617	50	50	钳虫    	70	20	7
;特殊

D613	50	50	邪恶钳虫	70	2	60

;石墓一层
D711	251	41	红野猪  	30	7	10
D711	321	72	红野猪  	30	7	10
D711	363	146	红野猪  	30	7	10
D711	172	59	红野猪  	30	7	10
D711	210	93	红野猪  	30	7	10
D711	262	140	红野猪  	30	7	10
D711	309	19	红野猪  	30	7	10
D711	350	303	红野猪  	30	7	10
D711	111	105	红野猪  	30	7	10
D711	158	149	红野猪  	30	7	10
D711	200	200	红野猪  	30	7	10
D711	255	306	红野猪  	30	7	10
D711	287	286	红野猪  	30	7	10
D711	56	158	红野猪  	30	7	10
D711	153	237	红野猪  	30	7	10
D711	112	250	红野猪  	30	7	10
D711	114	314	红野猪  	30	7	10
D711	304	340	红野猪  	30	7	10
D711	251	41	黑野猪  	30	5	10
D711	321	72	黑野猪  	30	5	10
D711	363	146	黑野猪  	30	5	10
D711	172	59	黑野猪  	30	5	10
D711	210	93	黑野猪  	30	5	10
D711	262	140	黑野猪  	30	5	10
D711	309	19	黑野猪  	30	5	10
D711	350	303	黑野猪  	30	5	10
D711	111	105	黑野猪  	30	5	10
D711	158	149	黑野猪  	30	5	10
D711	200	200	黑野猪  	30	5	10
D711	255	306	黑野猪  	30	5	10
D711	287	286	黑野猪  	30	5	10
D711	56	158	黑野猪  	30	5	10
D711	153	237	黑野猪  	30	5	10
D711	112	250	黑野猪  	30	5	10
D711	114	314	黑野猪  	30	5	10
D711	304	340	黑野猪  	30	5	10
D711	251	41	黑色恶蛆	30	8	10
D711	321	72	黑色恶蛆	30	8	10
D711	363	146	黑色恶蛆	30	8	10
D711	172	59	黑色恶蛆	30	8	10
D711	210	93	黑色恶蛆	30	8	10
D711	262	140	黑色恶蛆	30	8	10
D711	309	19	黑色恶蛆	30	8	10
D711	350	303	黑色恶蛆	30	8	10
D711	111	105	黑色恶蛆	30	8	10
D711	158	149	黑色恶蛆	30	8	10
D711	200	200	黑色恶蛆	30	8	10
D711	255	306	黑色恶蛆	30	8	10
D711	287	286	黑色恶蛆	30	8	10
D711	56	158	黑色恶蛆	30	8	10
D711	153	237	黑色恶蛆	30	8	10
D711	112	250	黑色恶蛆	30	8	10
D711	114	314	黑色恶蛆	30	8	10
D711	304	340	黑色恶蛆	30	8	10
D711	200	200	楔蛾    	200	25	10
;特殊 

;石墓二层
D712	251	41	红野猪  	30	7	10
D712	321	72	红野猪  	30	7	10
D712	363	146	红野猪  	30	7	10
D712	172	59	红野猪  	30	7	10
D712	210	93	红野猪  	30	7	10
D712	262	140	红野猪  	30	7	10
D712	309	19	红野猪  	30	7	10
D712	350	303	红野猪  	30	7	10
D712	111	105	红野猪  	30	7	10
D712	158	149	红野猪  	30	7	10
D712	200	200	红野猪  	30	7	10
D712	255	306	红野猪  	30	7	10
D712	287	286	红野猪  	30	7	10
D712	56	158	红野猪  	30	7	10
D712	153	237	红野猪  	30	7	10
D712	112	250	红野猪  	30	7	10
D712	114	314	红野猪  	30	7	10
D712	304	340	红野猪  	30	7	10
D712	251	41	黑野猪  	30	5	10
D712	321	72	黑野猪  	30	5	10
D712	363	146	黑野猪  	30	5	10
D712	172	59	黑野猪  	30	5	10
D712	210	93	黑野猪  	30	5	10
D712	262	140	黑野猪  	30	5	10
D712	309	19	黑野猪  	30	5	10
D712	350	303	黑野猪  	30	5	10
D712	111	105	黑野猪  	30	5	10
D712	158	149	黑野猪  	30	5	10
D712	200	200	黑野猪  	30	5	10
D712	255	306	黑野猪  	30	5	10
D712	287	286	黑野猪  	30	5	10
D712	56	158	黑野猪  	30	5	10
D712	153	237	黑野猪  	30	5	10
D712	112	250	黑野猪  	30	5	10
D712	114	314	黑野猪  	30	5	10
D712	304	340	黑野猪  	30	5	10
D712	100	100	黑野猪  	100	3	5	50
D712	300	100	黑野猪  	100	3	5	50
D712	100	300	黑野猪  	100	3	5	50
D712	300	300	黑野猪  	100	3	5	50
D712	251	41	黑色恶蛆	30	5	10
D712	321	72	黑色恶蛆	30	5	10
D712	363	146	黑色恶蛆	30	5	10
D712	172	59	黑色恶蛆	30	5	10
D712	210	93	黑色恶蛆	30	5	10
D712	262	140	黑色恶蛆	30	5	10
D712	309	19	黑色恶蛆	30	5	10
D712	350	303	黑色恶蛆	30	5	10
D712	111	105	黑色恶蛆	30	5	10
D712	158	149	黑色恶蛆	30	5	10
D712	200	200	黑色恶蛆	30	5	10
D712	255	306	黑色恶蛆	30	5	10
D712	287	286	黑色恶蛆	30	5	10
D712	56	158	黑色恶蛆	30	5	10
D712	153	237	黑色恶蛆	30	5	10
D712	112	250	黑色恶蛆	30	5	10
D712	114	314	黑色恶蛆	30	5	10
D712	304	340	黑色恶蛆	30	5	10
D712	200	200	楔蛾    	200	35	10
;特殊

;石墓三层
D713	251	41	红野猪  	30	7	10
D713	321	72	红野猪  	30	7	10
D713	363	146	红野猪  	30	7	10
D713	172	59	红野猪  	30	7	10
D713	210	93	红野猪  	30	7	10
D713	262	140	红野猪  	30	7	10
D713	309	19	红野猪  	30	7	10
D713	350	303	红野猪  	30	7	10
D713	111	105	红野猪  	30	7	10
D713	158	149	红野猪  	30	7	10
D713	200	200	红野猪  	30	7	10
D713	255	306	红野猪  	30	7	10
D713	287	286	红野猪  	30	7	10
D713	56	158	红野猪  	30	7	10
D713	153	237	红野猪  	30	7	10
D713	112	250	红野猪  	30	7	10
D713	114	314	红野猪   	30	7	10
D713	304	340	红野猪  	30	7	10
D713	251	41	黑野猪   	30	5	10
D713	321	72	黑野猪  	30	5	10
D713	363	146	黑野猪  	30	5	10
D713	172	59	黑野猪  	30	5	10
D713	210	93	黑野猪  	30	5	10
D713	262	140	黑野猪  	30	5	10
D713	309	19	黑野猪  	30	5	10
D713	350	303	黑野猪  	30	5	10
D713	111	105	黑野猪  	30	5	10
D713	158	149	黑野猪  	30	5	10
D713	200	200	黑野猪  	30	5	10
D713	255	306	黑野猪  	30	5	10
D713	287	286	黑野猪  	30	5	10
D713	56	158	黑野猪  	30	5	10
D713	153	237	黑野猪  	30	5	10
D713	112	250	黑野猪  	30	5	10
D713	114	314	黑野猪  	30	5	10
D713	304	340	黑野猪  	30	5	10
D713	100	100	黑野猪  	100	3	5	50
D713	300	100	黑野猪  	100	3	5	50
D713	100	300	黑野猪  	100	3	5	50
D713	300	300	黑野猪  	100	3	5	50
D713	251	41	黑色恶蛆	30	5	10
D713	321	72	黑色恶蛆	30	5	10
D713	363	146	黑色恶蛆	30	5	10
D713	172	59	黑色恶蛆	30	5	10
D713	210	93	黑色恶蛆	30	5	10
D713	262	140	黑色恶蛆	30	5	10
D713	309	19	黑色恶蛆	30	5	10
D713	350	303	黑色恶蛆	30	5	10
D713	111	105	黑色恶蛆	30	5	10
D713	158	149	黑色恶蛆	30	5	10
D713	200	200	黑色恶蛆	30	5	10
D713	255	306	黑色恶蛆	30	5	10
D713	287	286	黑色恶蛆	30	5	10
D713	56	158	黑色恶蛆	30	5	10
D713	153	237	黑色恶蛆	30	5	10
D713	112	250	黑色恶蛆	30	5	10
D713	114	314	黑色恶蛆	30	5	10
D713	304	340	黑色恶蛆	30	5	10
D713	200	200	楔蛾    	200	45	10
D713	100	100	黑色恶蛆	100	5	5	50
D713	300	100	黑色恶蛆	100	5	5	50
D713	100	300	黑色恶蛆	100	5	5	50
D713	300	300	黑色恶蛆	100	5	5	50
D713	200	200	角蝇    	200	20	10
D713	200	200	蝎蛇    	200	40	10

;石墓四层
D714	251	41	红野猪  	30	7	10
D714	321	72	红野猪  	30	7	10
D714	363	146	红野猪  	30	7	10
D714	172	59	红野猪  	30	7	10
D714	210	93	红野猪  	30	7	10
D714	262	140	红野猪  	30	7	10
D714	309	19	红野猪  	30	7	10
D714	350	303	红野猪  	30	7	10
D714	111	105	红野猪  	30	7	10
D714	158	149	红野猪  	30	7	10
D714	200	200	红野猪  	30	7	10
D714	255	306	红野猪  	30	7	10
D714	287	286	红野猪  	30	7	10
D714	56	158	红野猪  	30	7	10
D714	153	237	红野猪  	30	7	10
D714	112	250	红野猪  	30	7	10
D714	114	314	红野猪  	30	7	10
D714	304	340	红野猪  	30	7	10
D714	251	41	黑野猪  	30	5	10
D714	321	72	黑野猪  	30	5	10
D714	363	146	黑野猪  	30	5	10
D714	172	59	黑野猪  	30	5	10
D714	210	93	黑野猪  	30	5	10
D714	262	140	黑野猪  	30	5	10
D714	309	19	黑野猪  	30	5	10
D714	350	303	黑野猪    	30	5	10
D714	111	105	黑野猪  	30	5	10
D714	158	149	黑野猪  	30	5	10
D714	200	200	黑野猪  	30	5	10
D714	255	306	黑野猪  	30	5	10
D714	287	286	黑野猪  	30	5	10
D714	56	158	黑野猪  	30	5	10
D714	153	237	黑野猪  	30	5	10
D714	112	250	黑野猪  	30	5	10
D714	114	314	黑野猪  	30	5	10
D714	304	340	黑野猪  	30	5	10
D714	100	100	黑野猪  	100	3	5	50
D714	300	100	黑野猪  	100	3	5	50
D714	100	300	黑野猪  	100	3	5	50
D714	300	300	黑野猪  	100	3	5	50
D714	251	41	黑色恶蛆	30	5	10
D714	321	72	黑色恶蛆	30	5	10
D714	363	146	黑色恶蛆	30	5	10
D714	172	59	黑色恶蛆	30	5	10
D714	210	93	黑色恶蛆	30	5	10
D714	262	140	黑色恶蛆	30	5	10
D714	309	19	黑色恶蛆	30	5	10
D714	350	303	黑色恶蛆	30	5	10
D714	111	105	黑色恶蛆	30	5	10
